Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Market Cap,Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio,Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Beta,52 Week High,52 Week Low,50 Day Moving Average,200 Day Moving Average,Shares Outstanding,Dividend Yield
2023-05-22 00:00:00-04:00,4.989999771118164,5.340000152587891,4.920000076293945,5.260000228881836,42509300,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-05-23 00:00:00-04:00,5.239999771118164,5.489999771118164,5.21999979019165,5.289999961853027,43878300,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-05-24 00:00:00-04:00,5.199999809265137,5.329999923706055,5.130000114440918,5.309999942779541,23887800,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-05-25 00:00:00-04:00,5.389999866485596,5.400000095367432,5.090000152587891,5.210000038146973,24474900,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-05-26 00:00:00-04:00,5.239999771118164,5.480000019073486,5.21999979019165,5.409999847412109,26982900,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-05-30 00:00:00-04:00,5.809999942779541,6.050000190734863,5.590000152587891,6.03000020980835,68003300,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-05-31 00:00:00-04:00,6.199999809265137,7.019999980926514,6.099999904632568,6.940000057220459,152429200,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-06-01 00:00:00-04:00,6.710000038146973,7.260000228881836,6.630000114440918,6.820000171661377,108760600,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-06-02 00:00:00-04:00,7.110000133514404,7.110000133514404,6.710000038146973,7.03000020980835,63316100,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-06-05 00:00:00-04:00,7.119999885559082,7.599999904632568,7.074999809265137,7.25,69556200,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-06-06 00:00:00-04:00,7.179999828338623,7.755000114440918,7.139999866485596,7.650000095367432,56839700,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-06-07 00:00:00-04:00,7.860000133514404,8.0,7.639999866485596,7.739999771118164,60872200,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-06-08 00:00:00-04:00,7.690000057220459,8.199999809265137,7.659999847412109,8.119999885559082,66988400,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
2023-06-09 00:00:00-04:00,8.25,8.8100004196167,8.109999656677246,8.180000305175781,84720300,0.0,0.0,7696561664,7324924416,,30.333334,0.44,3.433044,1.3202757,3.267,,1.757,11.7,4.92,7.2883,7.9445,1057219968,
